,index,Path,blood,cancer,normal tissue,stroma
1608,8810,tissue_classification/normal/TCGA-BP-4170_17603_25493_normal_839.png,0,0,1,0
1609,2328,tissue_classification/cancer/TCGA-BP-4775_71533_68233_cancer_871.png,0,1,0,0
1610,7641,tissue_classification/normal/FIMM_22243_C.mrxs_NormalTile 39.png,0,0,1,0
1611,9649,tissue_classification/normal/TCGA-EU-5907_6555_54597_normal_1622.png,0,0,1,0
1612,11714,tissue_classification/stroma/FIMM_22243_C.mrxs_StromaTile 56.png,0,0,0,1
1613,1494,tissue_classification/cancer/TCGA-A3-3380_39177_8512_cancer_8819.png,0,1,0,0
1614,600,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 103.png,0,1,0,0
1615,8182,tissue_classification/normal/TCGA-B0-5083_24473_8329_normal_4179.png,0,0,1,0
1616,854,tissue_classification/cancer/FIMM_14219_C.mrxs_TumorTile 27.png,0,1,0,0
1617,237,tissue_classification/blood/TCGA-BP-4982_43994_48897_blood_46.png,1,0,0,0
1618,7695,tissue_classification/normal/FIMM_22243_C.mrxs_NormalTile 93.png,0,0,1,0
1619,2038,tissue_classification/cancer/TCGA-B0-5711_23838_7027_cancer_3311.png,0,1,0,0
1620,5430,tissue_classification/cancer/TCGA-B0-4690_34659_72189_cancer_4803.png,0,1,0,0
1621,1433,tissue_classification/cancer/TCGA-A3-3358_27895_8850_cancer_9630.png,0,1,0,0
1622,6959,tissue_classification/cancer/TCGA-B0-4847_75120_52679_cancer_3778.png,0,1,0,0
1623,2221,tissue_classification/cancer/TCGA-BP-4351_9310_56269_cancer_2291.png,0,1,0,0
1624,12111,tissue_classification/stroma/TCGA-AK-3431_61427_5686_stroma_166.png,0,0,0,1
1625,3082,tissue_classification/cancer/TCGA-CZ-4860_33480_26208_cancer_266.png,0,1,0,0
1626,12095,tissue_classification/stroma/TCGA-AK-3431_47359_14965_stroma_97.png,0,0,0,1
1627,10909,tissue_classification/normal/TCGA-B0-5083_22973_10129_normal_4092.png,0,0,1,0
1628,3817,tissue_classification/cancer/TCGA-A3-3324_12010_23825_cancer_9768.png,0,1,0,0
1629,6945,tissue_classification/cancer/TCGA-B0-4847_74520_55679_cancer_3755.png,0,1,0,0
1630,723,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 226.png,0,1,0,0
1631,3069,tissue_classification/cancer/TCGA-CZ-4860_33180_27108_cancer_253.png,0,1,0,0
1632,103,tissue_classification/blood/FIMM_2973.mrxs_BloodTile 103.png,1,0,0,0
1633,10926,tissue_classification/normal/TCGA-B0-5083_23273_12529_normal_4119.png,0,0,1,0
1634,6245,tissue_classification/cancer/TCGA-B0-4718_43560_67061_cancer_2432.png,0,1,0,0
1635,6716,tissue_classification/cancer/TCGA-B0-4843_63565_62616_cancer_9441.png,0,1,0,0
1636,2573,tissue_classification/cancer/TCGA-CJ-4871_31137_49693_cancer_396.png,0,1,0,0
1637,10597,tissue_classification/normal/TCGA-B0-4699_26200_62675_normal_3513.png,0,0,1,0
1638,513,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 16.png,0,1,0,0
1639,10706,tissue_classification/normal/TCGA-B0-5083_10717_36533_normal_4760.png,0,0,1,0
1640,6755,tissue_classification/cancer/TCGA-B0-4847_36958_40857_cancer_3484.png,0,1,0,0
1641,7969,tissue_classification/normal/TCGA-CZ-5470_27032_52051_normal_58.png,0,0,1,0
1642,945,tissue_classification/cancer/FIMM_22243_C.mrxs_TumorTile 37.png,0,1,0,0
1643,444,tissue_classification/blood/TCGA-BP-5190_70335_13900_other_842.png,1,0,0,0
1644,11759,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 102.png,0,0,0,1
1645,7649,tissue_classification/normal/FIMM_22243_C.mrxs_NormalTile 47.png,0,0,1,0
1646,12970,tissue_classification/stroma/TCGA-BP-4173_58125_5286_stroma_1593.png,0,0,0,1
1647,11211,tissue_classification/normal/TCGA-B0-5083_32500_28682_normal_4447.png,0,0,1,0
1648,8554,tissue_classification/normal/TCGA-B4-5378_48592_8243_normal_2346.png,0,0,1,0
1649,7584,tissue_classification/normal/FIMM_14219_C.mrxs_NormalTile 72.png,0,0,1,0
1650,9888,tissue_classification/normal/TCGA-G6-A8L8_95002_6302_normal_4984.png,0,0,1,0
1651,12753,tissue_classification/stroma/TCGA-B0-4816_62851_41190_stroma_483.png,0,0,0,1
1652,5399,tissue_classification/cancer/TCGA-B0-4690_33459_72489_cancer_4771.png,0,1,0,0
1653,8828,tissue_classification/normal/TCGA-BP-4170_17603_30893_normal_857.png,0,0,1,0
1654,3568,tissue_classification/cancer/FIMM6_62_ML1412181.mrxs_TumorTile 67.png,0,1,0,0
1655,12964,tissue_classification/stroma/TCGA-BP-4173_58125_3486_stroma_1587.png,0,0,0,1
1656,6532,tissue_classification/cancer/TCGA-B0-4828_47437_35588_cancer_6087.png,0,1,0,0
1657,11784,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 127.png,0,0,0,1
1658,10589,tissue_classification/normal/TCGA-B0-4699_25900_64475_normal_3505.png,0,0,1,0
1659,11638,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 70.png,0,0,0,1
1660,10734,tissue_classification/normal/TCGA-B0-5083_11017_39533_normal_4789.png,0,0,1,0
1661,6567,tissue_classification/cancer/TCGA-B0-4828_47737_40388_cancer_6122.png,0,1,0,0
1662,5395,tissue_classification/cancer/TCGA-B0-4690_33159_73689_cancer_4767.png,0,1,0,0
1663,3728,tissue_classification/cancer/TCGA-A3-3306_11594_13950_cancer_4382.png,0,1,0,0
1664,722,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 225.png,0,1,0,0
1665,12017,tissue_classification/stroma/TCGA-A3-3317_6213_9096_stroma_2686.png,0,0,0,1
1666,11749,tissue_classification/stroma/FIMM_22243_C.mrxs_StromaTile 91.png,0,0,0,1
1667,6378,tissue_classification/cancer/TCGA-B0-4828_44737_40688_cancer_5933.png,0,1,0,0
1668,10843,tissue_classification/normal/TCGA-B0-5083_12817_38933_normal_4901.png,0,0,1,0
1669,2308,tissue_classification/cancer/TCGA-BP-4775_70633_69433_cancer_851.png,0,1,0,0
1670,2904,tissue_classification/cancer/TCGA-CJ-4884_33962_32230_cancer_625.png,0,1,0,0
1671,5258,tissue_classification/cancer/TCGA-AK-3458_43107_17320_cancer_5304.png,0,1,0,0
1672,3132,tissue_classification/cancer/TCGA-CZ-5470_58263_27170_cancer_170.png,0,1,0,0
1673,11604,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 36.png,0,0,0,1
1674,11260,tissue_classification/normal/TCGA-B0-5083_33100_32282_normal_4497.png,0,0,1,0
1675,6254,tissue_classification/cancer/TCGA-B0-4718_43860_66761_cancer_2441.png,0,1,0,0
1676,9034,tissue_classification/normal/TCGA-CJ-4634_34810_26017_normal_524.png,0,0,1,0
1677,9853,tissue_classification/normal/TCGA-G6-A8L8_94102_5402_normal_4946.png,0,0,1,0
1678,2397,tissue_classification/cancer/TCGA-BP-4981_65204_12105_other_3793.png,0,1,0,0
1679,942,tissue_classification/cancer/FIMM_22243_C.mrxs_TumorTile 34.png,0,1,0,0
1680,367,tissue_classification/blood/TCGA-B2-5633_30410_13108_blood_263.png,1,0,0,0
1681,7822,tissue_classification/normal/FIMM_22243_C.mrxs_NormalTile 147.png,0,0,1,0
1682,9629,tissue_classification/normal/TCGA-EU-5907_6255_53997_normal_1602.png,0,0,1,0
1683,4758,tissue_classification/cancer/TCGA-A3-A8OW_25832_24904_cancer_1230.png,0,1,0,0
1684,13825,tissue_classification/stroma/FIMM6_2_ML1412121.mrxs_OtherTile 329.png,0,0,0,1
1685,1281,tissue_classification/cancer/FIMM6_2_ML1412121.mrxs_TumorTile 39.png,0,1,0,0
1686,3650,tissue_classification/cancer/FIMM6_76_ML1412195.mrxs_TumorTile 55.png,0,1,0,0
1687,9510,tissue_classification/normal/TCGA-CZ-5470_30632_57151_normal_303.png,0,0,1,0
1688,10888,tissue_classification/normal/TCGA-B0-5083_22073_11929_normal_4041.png,0,0,1,0
1689,10979,tissue_classification/normal/TCGA-B0-5083_28600_32282_normal_4212.png,0,0,1,0
1690,7924,tissue_classification/normal/TCGA-CJ-4899_8426_9459_normal_1239.png,0,0,1,0
1691,4495,tissue_classification/cancer/TCGA-A3-3359_19825_39238_cancer_9224.png,0,1,0,0
1692,6990,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 27.png,0,0,1,0
1693,1798,tissue_classification/cancer/TCGA-AK-3447_16370_3260_cancer_2625.png,0,1,0,0
1694,4434,tissue_classification/cancer/TCGA-A3-3359_18925_35038_cancer_9160.png,0,1,0,0
1695,7370,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 407.png,0,0,1,0
1696,13086,tissue_classification/stroma/TCGA-BP-4173_87105_9073_stroma_1711.png,0,0,0,1
1697,9491,tissue_classification/normal/TCGA-CZ-5470_30332_56851_normal_283.png,0,0,1,0
1698,5137,tissue_classification/cancer/TCGA-AK-3458_41007_16720_cancer_5183.png,0,1,0,0
1699,2862,tissue_classification/cancer/TCGA-CJ-4884_32762_35230_cancer_583.png,0,1,0,0
1700,9402,tissue_classification/normal/TCGA-CZ-5470_29132_52951_normal_194.png,0,0,1,0
1701,5001,tissue_classification/cancer/TCGA-AK-3436_18564_32090_cancer_8497.png,0,1,0,0
1702,890,tissue_classification/cancer/FIMM_14219_C.mrxs_TumorTile 63.png,0,1,0,0
1703,10465,tissue_classification/normal/TCGA-B0-4699_22900_64475_normal_3375.png,0,0,1,0
1704,10996,tissue_classification/normal/TCGA-B0-5083_28900_31682_normal_4229.png,0,0,1,0
1705,13429,tissue_classification/stroma/TCGA-CJ-4903_8220_54696_stroma_2075.png,0,0,0,1
1706,4329,tissue_classification/cancer/TCGA-A3-3359_17125_35638_cancer_9055.png,0,1,0,0
1707,2988,tissue_classification/cancer/TCGA-CZ-4856_7649_10456_cancer_9552.png,0,1,0,0
1708,2605,tissue_classification/cancer/TCGA-CJ-4871_32037_49393_cancer_428.png,0,1,0,0
1709,10766,tissue_classification/normal/TCGA-B0-5083_11617_37733_normal_4821.png,0,0,1,0
1710,1082,tissue_classification/cancer/TCGA-B0-5096_31405_26508_cancer_39.png,0,1,0,0
1711,4260,tissue_classification/cancer/TCGA-A3-3326_16481_36198_cancer_5741.png,0,1,0,0
1712,13986,tissue_classification/stroma/FIMM6_2_ML1412121.mrxs_OtherTile 583.png,0,0,0,1
1713,1958,tissue_classification/cancer/TCGA-B0-5711_21438_9127_cancer_3219.png,0,1,0,0
1714,4287,tissue_classification/cancer/TCGA-A3-3346_13564_12789_cancer_2605.png,0,1,0,0
1715,12063,tissue_classification/stroma/TCGA-AK-3431_45559_16165_stroma_65.png,0,0,0,1
1716,6914,tissue_classification/cancer/TCGA-B0-4847_73620_55379_cancer_3713.png,0,1,0,0
1717,8642,tissue_classification/normal/TCGA-BP-4170_14603_30293_normal_666.png,0,0,1,0
1718,11718,tissue_classification/stroma/FIMM_22243_C.mrxs_StromaTile 60.png,0,0,0,1
1719,5042,tissue_classification/cancer/TCGA-AK-3447_20627_18597_cancer_2615.png,0,1,0,0
1720,13868,tissue_classification/stroma/FIMM6_2_ML1412121.mrxs_OtherTile 410.png,0,0,0,1
1721,832,tissue_classification/cancer/FIMM_22243_C.mrxs_TumorTile 5.png,0,1,0,0
1722,4647,tissue_classification/cancer/TCGA-A3-A6NL_38356_17725_cancer_6907.png,0,1,0,0
1723,13643,tissue_classification/stroma/TCGA-G6-A8L8_97702_8702_stroma_2170.png,0,0,0,1
1724,5879,tissue_classification/cancer/TCGA-B0-4690_43782_59181_cancer_4730.png,0,1,0,0
1725,9168,tissue_classification/normal/TCGA-CJ-4899_11126_9159_normal_1409.png,0,0,1,0
1726,11800,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 143.png,0,0,0,1
1727,12732,tissue_classification/stroma/TCGA-B0-4813_76140_21704_stroma_504.png,0,0,0,1
1728,11190,tissue_classification/normal/TCGA-B0-5083_32200_28082_normal_4426.png,0,0,1,0
1729,12927,tissue_classification/stroma/TCGA-BP-4173_56925_5886_stroma_1550.png,0,0,0,1
1730,4015,tissue_classification/cancer/TCGA-A3-3326_12581_32898_cancer_5496.png,0,1,0,0
1731,1478,tissue_classification/cancer/TCGA-A3-3378_5427_37454_cancer_6945.png,0,1,0,0
1732,10512,tissue_classification/normal/TCGA-B0-4699_23800_66275_normal_3426.png,0,0,1,0
1733,13417,tissue_classification/stroma/TCGA-CJ-4903_7320_54396_stroma_2062.png,0,0,0,1
1734,6653,tissue_classification/cancer/TCGA-B0-4828_49237_37688_cancer_6208.png,0,1,0,0
1735,915,tissue_classification/cancer/FIMM_14219_C.mrxs_TumorTile 88.png,0,1,0,0
1736,937,tissue_classification/cancer/FIMM_22243_C.mrxs_TumorTile 29.png,0,1,0,0
1737,8409,tissue_classification/normal/TCGA-B0-5812_36454_48404_normal_929.png,0,0,1,0
1738,425,tissue_classification/blood/TCGA-BP-4968_24758_58748_blood_217.png,1,0,0,0
1739,10398,tissue_classification/normal/TCGA-A3-A8OV_64984_13006_normal_5963.png,0,0,1,0
1740,13661,tissue_classification/stroma/TCGA-G6-A8L8_98602_8402_normal_5093.png,0,0,0,1
1741,13911,tissue_classification/stroma/FIMM6_2_ML1412121.mrxs_OtherTile 462.png,0,0,0,1
1742,10486,tissue_classification/normal/TCGA-B0-4699_23500_62675_normal_3399.png,0,0,1,0
1743,13424,tissue_classification/stroma/TCGA-CJ-4903_7920_54396_stroma_2070.png,0,0,0,1
1744,6563,tissue_classification/cancer/TCGA-B0-4828_47737_39188_cancer_6118.png,0,1,0,0
1745,74,tissue_classification/blood/FIMM_2973.mrxs_BloodTile 75.png,1,0,0,0
1746,2155,tissue_classification/cancer/TCGA-B0-5711_26838_7927_cancer_3440.png,0,1,0,0
1747,11198,tissue_classification/normal/TCGA-B0-5083_32200_30482_normal_4434.png,0,0,1,0
1748,9836,tissue_classification/normal/TCGA-EU-5907_9855_52197_normal_1810.png,0,0,1,0
1749,9715,tissue_classification/normal/TCGA-EU-5907_7755_53397_normal_1689.png,0,0,1,0
1750,2227,tissue_classification/cancer/TCGA-BP-4351_9310_58069_cancer_2297.png,0,1,0,0
1751,13837,tissue_classification/stroma/FIMM6_2_ML1412121.mrxs_OtherTile 358.png,0,0,0,1
1752,8824,tissue_classification/normal/TCGA-BP-4170_17603_29693_normal_853.png,0,0,1,0
1753,10761,tissue_classification/normal/TCGA-B0-5083_11617_36233_normal_4816.png,0,0,1,0
1754,4664,tissue_classification/cancer/TCGA-A3-A8OW_21332_24604_cancer_1131.png,0,1,0,0
1755,5242,tissue_classification/cancer/TCGA-AK-3458_42807_17620_cancer_5288.png,0,1,0,0
1756,6227,tissue_classification/cancer/TCGA-B0-4718_43260_64661_cancer_2414.png,0,1,0,0
1757,1345,tissue_classification/cancer/FIMM6_41_ML1412160.mrxs_TumorTile 4.png,0,1,0,0
1758,13116,tissue_classification/stroma/TCGA-BP-4335_16372_19240_stroma_714.png,0,0,0,1
1759,11996,tissue_classification/stroma/TCGA-BP-5182_21600_36048_other_77.png,0,0,0,1
1760,9782,tissue_classification/normal/TCGA-EU-5907_8955_51897_normal_1756.png,0,0,1,0
1761,10428,tissue_classification/normal/TCGA-AK-3433_20923_44739_normal_5432.png,0,0,1,0
1762,2401,tissue_classification/cancer/TCGA-BP-4981_65504_10605_other_3801.png,0,1,0,0
1763,7779,tissue_classification/normal/FIMM_22243_C.mrxs_NormalTile 104.png,0,0,1,0
1764,4937,tissue_classification/cancer/TCGA-AK-3436_10667_46764_cancer_8542.png,0,1,0,0
1765,2274,tissue_classification/cancer/TCGA-BP-4775_69433_68533_cancer_816.png,0,1,0,0
1766,2452,tissue_classification/cancer/TCGA-CJ-4637_16744_16935_cancer_123.png,0,1,0,0
1767,11872,tissue_classification/stroma/FIMM_22243_C.mrxs_StromaTile 103.png,0,0,0,1
1768,7769,tissue_classification/normal/FIMM_14219_C.mrxs_NormalTile 167.png,0,0,1,0
1769,9202,tissue_classification/normal/TCGA-CJ-4899_7826_11559_normal_1208.png,0,0,1,0
1770,12621,tissue_classification/stroma/TCGA-B0-4696_67490_6441_stroma_1281.png,0,0,0,1
1771,8958,tissue_classification/normal/TCGA-CJ-4634_33010_28117_normal_444.png,0,0,1,0
1772,13026,tissue_classification/stroma/TCGA-BP-4173_59625_5586_stroma_1649.png,0,0,0,1
1773,5220,tissue_classification/cancer/TCGA-AK-3458_42507_16120_cancer_5266.png,0,1,0,0
1774,8774,tissue_classification/normal/TCGA-BP-4170_17003_25793_normal_802.png,0,0,1,0
1775,13021,tissue_classification/stroma/TCGA-BP-4173_59625_4086_stroma_1644.png,0,0,0,1
1776,8990,tissue_classification/normal/TCGA-CJ-4634_33910_24517_normal_480.png,0,0,1,0
1777,928,tissue_classification/cancer/FIMM_22243_C.mrxs_TumorTile 20.png,0,1,0,0
1778,12565,tissue_classification/stroma/TCGA-AK-3431_48859_16165_stroma_131.png,0,0,0,1
1779,13350,tissue_classification/stroma/TCGA-BP-5190_72371_25292_stroma_575.png,0,0,0,1
1780,10768,tissue_classification/normal/TCGA-B0-5083_11617_38333_normal_4823.png,0,0,1,0
1781,12102,tissue_classification/stroma/TCGA-AK-3431_60527_5986_stroma_156.png,0,0,0,1
1782,6116,tissue_classification/cancer/TCGA-B0-4714_50073_50029_cancer_8237.png,0,1,0,0
1783,2292,tissue_classification/cancer/TCGA-BP-4775_70033_69133_cancer_834.png,0,1,0,0
1784,1470,tissue_classification/cancer/TCGA-A3-3378_5127_36854_cancer_6937.png,0,1,0,0
1785,5623,tissue_classification/cancer/TCGA-B0-4690_39882_56481_cancer_4474.png,0,1,0,0
1786,4118,tissue_classification/cancer/TCGA-A3-3326_14081_36798_cancer_5599.png,0,1,0,0
1787,6778,tissue_classification/cancer/TCGA-B0-4847_37858_39657_cancer_3507.png,0,1,0,0
1788,1038,tissue_classification/cancer/TCGA-AK-3427_52073_43679_other_303.png,0,1,0,0
1789,3848,tissue_classification/cancer/TCGA-A3-3324_12610_24725_cancer_9799.png,0,1,0,0
1790,8420,tissue_classification/normal/TCGA-B0-5812_36754_46004_normal_940.png,0,0,1,0
1791,9360,tissue_classification/normal/TCGA-CZ-5470_28232_57451_normal_152.png,0,0,1,0
1792,8767,tissue_classification/normal/TCGA-BP-4170_16703_29393_normal_795.png,0,0,1,0
1793,5083,tissue_classification/cancer/TCGA-AK-3458_40107_15820_cancer_5129.png,0,1,0,0
1794,128,tissue_classification/blood/FIMM_22243_C.mrxs_BloodTile 8.png,1,0,0,0
1795,310,tissue_classification/blood/TCGA-B0-4710_30628_27636_blood_138.png,1,0,0,0
1796,2959,tissue_classification/cancer/TCGA-CJ-4916_9936_36568_cancer_7969.png,0,1,0,0
1797,6922,tissue_classification/cancer/TCGA-B0-4847_73920_52079_cancer_3721.png,0,1,0,0
1798,10327,tissue_classification/normal/TCGA-A3-A8OV_63784_14506_normal_5892.png,0,0,1,0
1799,5429,tissue_classification/cancer/TCGA-B0-4690_34659_71289_cancer_4802.png,0,1,0,0
1800,6725,tissue_classification/cancer/TCGA-B0-4847_36058_40257_cancer_3455.png,0,1,0,0
1801,8366,tissue_classification/normal/TCGA-B0-5812_35854_46904_normal_886.png,0,0,1,0
1802,10787,tissue_classification/normal/TCGA-B0-5083_11917_38333_normal_4842.png,0,0,1,0
1803,4777,tissue_classification/cancer/TCGA-A3-A8OW_26432_26404_cancer_1249.png,0,1,0,0
1804,582,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 85.png,0,1,0,0
1805,6304,tissue_classification/cancer/TCGA-B0-4814_14367_34302_cancer_8330.png,0,1,0,0
1806,2735,tissue_classification/cancer/TCGA-CJ-4881_89703_30808_cancer_751.png,0,1,0,0
1807,4075,tissue_classification/cancer/TCGA-A3-3326_13481_34698_cancer_5556.png,0,1,0,0
1808,6864,tissue_classification/cancer/TCGA-B0-4847_71520_52379_cancer_3608.png,0,1,0,0
1809,13189,tissue_classification/stroma/TCGA-BP-4781_28419_42511_stroma_840.png,0,0,0,1
1810,7182,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 219.png,0,0,1,0
1811,2470,tissue_classification/cancer/TCGA-CJ-4871_28137_49693_cancer_292.png,0,1,0,0
1812,9985,tissue_classification/normal/TCGA-G6-A8L8_98602_6002_normal_5085.png,0,0,1,0
1813,423,tissue_classification/blood/TCGA-BP-4968_24458_59348_blood_215.png,1,0,0,0
1814,10158,tissue_classification/normal/TCGA-A3-A8OV_61084_15106_normal_5723.png,0,0,1,0
1815,7167,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 204.png,0,0,1,0
1816,12770,tissue_classification/stroma/TCGA-B0-4852_55867_52991_stroma_668.png,0,0,0,1
1817,1483,tissue_classification/cancer/TCGA-A3-3378_5727_36854_cancer_6950.png,0,1,0,0
1818,4728,tissue_classification/cancer/TCGA-A3-A8OW_24632_24604_cancer_1200.png,0,1,0,0
1819,3588,tissue_classification/cancer/FIMM6_62_ML1412181.mrxs_TumorTile 87.png,0,1,0,0
1820,10810,tissue_classification/normal/TCGA-B0-5083_12217_39833_normal_4866.png,0,0,1,0
1821,1451,tissue_classification/cancer/TCGA-A3-3372_5392_10150_cancer_7954.png,0,1,0,0
1822,1991,tissue_classification/cancer/TCGA-B0-5711_22338_9127_cancer_3257.png,0,1,0,0
1823,10492,tissue_classification/normal/TCGA-B0-4699_23500_64475_normal_3405.png,0,0,1,0
1824,13676,tissue_classification/stroma/FIMM6_14_ML1412133.mrxs_StromaTile 1.png,0,0,0,1
1825,10853,tissue_classification/normal/TCGA-B0-5083_13117_36233_normal_4911.png,0,0,1,0
1826,3181,tissue_classification/cancer/FIMM6_14_ML1412133.mrxs_TumorTile 23.png,0,1,0,0
1827,7320,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 357.png,0,0,1,0
1828,3477,tissue_classification/cancer/FIMM6_41_ML1412160.mrxs_TumorTile 76.png,0,1,0,0
1829,2098,tissue_classification/cancer/TCGA-B0-5711_25338_7927_cancer_3376.png,0,1,0,0
1830,12626,tissue_classification/stroma/TCGA-B0-4696_67790_5841_stroma_1286.png,0,0,0,1
1831,10671,tissue_classification/normal/TCGA-B0-5083_10117_37133_normal_4724.png,0,0,1,0
1832,13266,tissue_classification/stroma/TCGA-BP-4790_85834_44053_other_3593.png,0,0,0,1
1833,12801,tissue_classification/stroma/TCGA-B0-5109_45986_36308_stroma_934.png,0,0,0,1
1834,9445,tissue_classification/normal/TCGA-CZ-5470_29732_54451_normal_237.png,0,0,1,0
1835,8579,tissue_classification/normal/TCGA-B4-5378_49492_6443_normal_2372.png,0,0,1,0
1836,11796,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 139.png,0,0,0,1
1837,8938,tissue_classification/normal/TCGA-CJ-4634_32710_26917_normal_424.png,0,0,1,0
1838,2338,tissue_classification/cancer/TCGA-BP-4775_71833_68833_cancer_881.png,0,1,0,0
1839,7736,tissue_classification/normal/FIMM_14219_C.mrxs_NormalTile 134.png,0,0,1,0
1840,1629,tissue_classification/cancer/TCGA-A3-A6NL_38736_8477_cancer_6699.png,0,1,0,0
1841,12526,tissue_classification/stroma/TCGA-A3-A8OW_40110_12943_stroma_431.png,0,0,0,1
1842,12863,tissue_classification/stroma/TCGA-B0-5703_32184_72922_other_4706.png,0,0,0,1
1843,7104,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 141.png,0,0,1,0
1844,11451,tissue_classification/stroma/FIMM_2973.mrxs_StromaTile 161.png,0,0,0,1
1845,1659,tissue_classification/cancer/TCGA-A3-A6NL_39336_8477_cancer_6729.png,0,1,0,0
1846,12004,tissue_classification/stroma/TCGA-CZ-4860_31980_25908_other_70.png,0,0,0,1
1847,746,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 249.png,0,1,0,0
1848,9232,tissue_classification/normal/TCGA-CJ-4899_8426_12159_normal_1248.png,0,0,1,0
1849,8009,tissue_classification/normal/TCGA-CZ-5470_27632_52651_normal_98.png,0,0,1,0
1850,2899,tissue_classification/cancer/TCGA-CJ-4884_33662_34630_cancer_620.png,0,1,0,0
1851,7880,tissue_classification/normal/FIMM6_2_ML1412121.mrxs_ImageTile 2.png,0,0,1,0
1852,7443,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 480.png,0,0,1,0
1853,7547,tissue_classification/normal/FIMM_14219_C.mrxs_NormalTile 35.png,0,0,1,0
1854,12905,tissue_classification/stroma/TCGA-BP-4173_56325_5886_stroma_1526.png,0,0,0,1
1855,5579,tissue_classification/cancer/TCGA-B0-4690_39282_54681_cancer_4430.png,0,1,0,0
1856,12125,tissue_classification/stroma/TCGA-AK-3431_62327_6586_stroma_180.png,0,0,0,1
1857,11474,tissue_classification/stroma/FIMM_2973.mrxs_StromaTile 187.png,0,0,0,1
1858,743,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 246.png,0,1,0,0
1859,11232,tissue_classification/normal/TCGA-B0-5083_32800_29282_normal_4468.png,0,0,1,0
1860,9426,tissue_classification/normal/TCGA-CZ-5470_29432_54451_normal_218.png,0,0,1,0
1861,10798,tissue_classification/normal/TCGA-B0-5083_12217_36233_normal_4854.png,0,0,1,0
1862,13454,tissue_classification/stroma/TCGA-CJ-4918_26556_36254_stroma_776.png,0,0,0,1
1863,6004,tissue_classification/cancer/TCGA-B0-4701_17244_30550_cancer_6479.png,0,1,0,0
1864,1423,tissue_classification/cancer/TCGA-A3-3320_9883_40237_cancer_8842.png,0,1,0,0
1865,6386,tissue_classification/cancer/TCGA-B0-4828_45037_37388_cancer_5941.png,0,1,0,0
1866,8435,tissue_classification/normal/TCGA-B0-5812_37054_44804_normal_955.png,0,0,1,0
1867,7338,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 375.png,0,0,1,0
1868,1555,tissue_classification/cancer/TCGA-A3-A6NL_37236_6677_cancer_6624.png,0,1,0,0
1869,1019,tissue_classification/cancer/TCGA-A3-3372_5692_9550_cancer_7956.png,0,1,0,0
1870,13075,tissue_classification/stroma/TCGA-BP-4173_86805_7573_stroma_1700.png,0,0,0,1
1871,9959,tissue_classification/normal/TCGA-G6-A8L8_97402_6002_normal_5059.png,0,0,1,0
1872,6849,tissue_classification/cancer/TCGA-B0-4847_70920_56579_cancer_3584.png,0,1,0,0
1873,7927,tissue_classification/normal/TCGA-CJ-4899_8726_8859_normal_1256.png,0,0,1,0
1874,11398,tissue_classification/stroma/FIMM_2973.mrxs_StromaTile 108.png,0,0,0,1
1875,6509,tissue_classification/cancer/TCGA-B0-4828_46837_40088_cancer_6064.png,0,1,0,0
1876,6146,tissue_classification/cancer/TCGA-B0-4718_40560_65561_cancer_2332.png,0,1,0,0
1877,3560,tissue_classification/cancer/FIMM6_62_ML1412181.mrxs_TumorTile 59.png,0,1,0,0
1878,2598,tissue_classification/cancer/TCGA-CJ-4871_31737_50593_cancer_421.png,0,1,0,0
1879,12995,tissue_classification/stroma/TCGA-BP-4173_59025_2886_stroma_1618.png,0,0,0,1
1880,287,tissue_classification/blood/TCGA-A3-3359_20125_35938_blood_283.png,1,0,0,0
1881,7654,tissue_classification/normal/FIMM_22243_C.mrxs_NormalTile 52.png,0,0,1,0
1882,1826,tissue_classification/cancer/TCGA-AK-3447_17570_3260_cancer_2653.png,0,1,0,0
1883,11707,tissue_classification/stroma/FIMM_22243_C.mrxs_StromaTile 49.png,0,0,0,1
1884,2554,tissue_classification/cancer/TCGA-CJ-4871_30537_50593_cancer_377.png,0,1,0,0
1885,7503,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 540.png,0,0,1,0
1886,13376,tissue_classification/stroma/TCGA-CJ-4634_33910_28717_stroma_264.png,0,0,0,1
